ID	StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity
GSM437262	636.118148003027	927.239248566279	1563.35739656931	0.67157052541287
GSM437263	926.872734610239	1385.47247832425	2312.34521293449	0.586218818587233
GSM437264	-134.151396344144	610.065548183658	475.914151839514	0.780803251855496
GSM437265	1109.21533122843	1428.12255660644	2537.33788783487	0.559147645892796
GSM437266	485.066794001457	2030.55676577511	2515.62355977657	0.561787382229947
GSM437267	364.858073626081	1111.92005834154	1476.77813196762	0.680932528394166
GSM437268	-564.719579972693	667.46644013622	102.746860163527	0.813838218602391
GSM437269	-579.773841825492	-109.036771973648	-688.81061379914	0.875716854900343
GSM437270	1157.40211117815	2138.8521671044	3296.25427828255	0.463514346120756
GSM437271	-625.63236911717	1194.22175007048	568.589380953309	0.772232021109174
GSM437272	664.400883760882	2038.30490930778	2702.70579306866	0.538860022805788
GSM437273	-701.111944367976	424.910741547257	-276.201202820719	0.844886124058542
GSM437274	-325.428237682445	437.983238822016	112.555001139571	0.813000765580778
GSM437275	-1381.47215733146	219.47762704997	-1161.99453028149	0.907114356651247
GSM437276	386.731629888846	1145.67109744581	1532.40272733465	0.674930257192005
GSM437277	-707.875907209451	323.368968423582	-384.506938785869	0.853283585189281
GSM437278	9.74252106513679	1203.34336416452	1213.08588522966	0.708762313371639
GSM437279	64.1271908679578	443.614036906288	507.741227774246	0.777875879945549
GSM437280	390.078760827346	1285.82746162735	1675.9062224547	0.659238457385764
GSM437281	-611.819118450962	507.143799166935	-104.675319284027	0.831150880179517
GSM437282	-110.20722770405	711.995454957399	601.788227253349	0.769126718416663
GSM437283	-474.941426990764	900.849290742317	425.907863751553	0.785368253064047
GSM437284	895.442944073137	1469.29406820466	2364.7370122778	0.57997105783364
GSM437285	-806.412577197678	552.695744534637	-253.716832663041	0.843115965260114
GSM437286	-760.794887954293	-450.280139761239	-1211.07502771553	0.910123027554787
GSM437287	-1229.64150737114	235.699126972521	-993.942380398615	0.896457009891659
GSM437288	-604.191031617012	387.070611008272	-217.120420608741	0.840215157193446
GSM437289	-918.715401499268	187.744646969548	-730.97075452972	0.878688086654956
GSM437290	-1272.45615412135	-464.765510253527	-1737.22166437488	0.939378468857853
GSM437291	-802.019551598447	925.647542649792	123.627991051345	0.812053290290967
GSM437292	-841.976558791525	63.4368031784065	-778.539755613119	0.882000095655687
GSM437293	122.89530631544	576.383661263736	699.278967579176	0.759902482951951
GSM437294	-163.700541913598	1472.34721124646	1308.64666933286	0.698797448448306
GSM437295	-657.691189832153	806.260378253369	148.569188421216	0.809911308691581
GSM437296	-378.816055179196	514.971613053998	136.155557874802	0.810978765715937
GSM437297	207.147007478988	2457.49105656239	2664.63806404138	0.543558807159437
GSM437298	-1470.91736214196	-11.549149405667	-1482.46651154763	0.925902614607762
GSM437299	-97.1815272127341	1613.49636733274	1516.31484012001	0.676670892072524
GSM437300	-259.904041585263	743.84426034004	483.940218754777	0.780066639439031
GSM437301	1180.44009287867	1308.81788872282	2489.25798160149	0.564984880203315
GSM437302	-539.840019270883	832.869593639016	293.029574368133	0.797292249926687
GSM437303	-831.044227983105	505.686994885038	-325.357233098066	0.848724019658592
GSM437304	423.225976923061	1564.62070769482	1987.84668461788	0.624129025822974
GSM437305	587.409514106192	1017.90076559321	1605.31027969941	0.666994962067173
GSM437306	1454.16924270483	2573.99896963753	4028.16821234236	0.365826548870161
GSM437307	604.616553846011	2403.42715474174	3008.04370858775	0.50057529963206
GSM437308	-139.178090548388	790.09392118645	650.915830638062	0.764498004693203
GSM437309	-438.486577594084	1493.9481616473	1055.46158405322	0.72489338230466
GSM437310	-1266.06973528106	-117.14947625029	-1383.21921153135	0.920301181503034
GSM437311	-652.270038195814	334.431667714521	-317.838370481294	0.848139836156007
GSM437312	-1328.1123153403	129.748283618461	-1198.36403172184	0.90934836064674
GSM437313	-163.904437309658	1619.41620334234	1455.51176603268	0.683215339576437
GSM437314	99.2138118678105	1645.85635567391	1745.07016754172	0.65157063120004
GSM437315	2151.90362286913	2567.81299775406	4719.71662062319	0.269630667689262
GSM437316	887.27986370488	1230.75998569851	2118.03984940339	0.609084253455711
GSM437317	608.830872408409	1501.81475742033	2110.64562982874	0.609944719880308
GSM437318	696.692343849595	1265.22778964	1961.9201334896	0.627097986555026
GSM437319	555.780113550351	1240.49199895656	1796.27211250691	0.645850847381543
GSM437320	-30.2751401574922	1137.73875581708	1107.46361565959	0.719614034889164
GSM437321	-699.587201591838	1488.80379631885	789.216594727014	0.751254852538733
GSM437322	-486.369544133169	992.756251907441	506.386707774272	0.778000811541613
GSM437323	-277.588732206494	672.809817590576	395.221085384082	0.788148668588023
GSM437324	-745.677357904506	484.39089840671	-261.286459497796	0.843712936423617
GSM472192	-940.735731309949	636.483992452997	-304.251738856952	0.847081593248598
GSM472193	-935.47782877328	419.784368406746	-515.693460366534	0.863166092786797
GSM472194	-621.314458080026	854.532863052778	233.218404972752	0.80256075458092
GSM472195	-410.088435619218	898.508285531639	488.419849912421	0.779655039192568
GSM472196	-984.294147551793	869.940372795038	-114.353774756755	0.831940008701217
GSM472197	-928.719296108138	63.3254326619501	-865.393863446187	0.887936292143192
