ID	CAF_EPIC	CAF_MCPcounter	StromalScore
GSM437183	0.00865636440013095	9.20353729396738	191.614854119756
GSM437184	0.00834130921017768	9.27525575345492	-7.33780583692242
GSM437185	0.00816675328054074	8.93433292420194	-254.96241681719
GSM437186	0.00794801212695656	8.99229631838064	-142.276591999151
GSM437187	0.00866001269407542	9.53425979641743	451.268396950405
GSM437188	0.00876969607219267	9.52019985427546	530.681569289241
GSM437189	0.00902901869275541	9.50898322954506	746.50694263658
GSM437190	0.00913108861259513	9.87858369861007	984.25839148552
GSM437191	0.00885868723693433	9.54509990146684	475.840924322589
GSM437192	0.00912868987304412	9.75841764622474	619.445446189301
GSM437193	0.00804782846356722	8.722046984596	195.05446103405
GSM437194	0.00835411389500331	9.06072862428179	-345.502397843733
GSM437195	0.00859193915152128	9.53089931897197	495.528034102826
GSM437196	0.00842770501461663	9.47826124586731	146.425750303634
GSM437197	0.00873626798889414	9.73459223199013	262.323776466496
GSM437198	0.00909289167002511	9.89367553745748	1090.39645041887
GSM437199	0.00921494364049975	9.84995305337135	1393.49750723903
GSM437200	0.00911220769189315	10.0821349991254	773.940134583191
GSM437201	0.0100310301955524	10.5055682859588	2053.72646919187
GSM437202	0.0087820158158571	9.58518817203861	627.729212561129
GSM437203	0.00856867446623834	9.27272934127464	822.65884126487
GSM437204	0.00947304232573824	10.5547727170741	1727.74590333251
GSM437205	0.00888509011660519	9.62956458425224	742.811559702597
GSM437206	0.00865853296857498	9.31366474495042	249.540290246108
GSM437207	0.00842792557060535	9.36763189505458	362.403986686059
GSM437208	0.00847601345618584	9.0238019023253	-2.87170916166425
GSM437209	0.00872009837010146	9.76972544624039	1002.68308598222
GSM437210	0.00874864345748846	9.62798239601478	640.559384863705
GSM437211	0.00857641709754051	9.46161358724041	681.342242408224
GSM437212	0.0081280116529111	9.26302739747274	91.1397408855631
GSM437213	0.00816322232778364	9.07239538564155	16.8526720968687
GSM437214	0.0090981423214482	9.78365762008366	869.023735984753
GSM437215	0.00844745225095594	9.45862277827589	544.515830770824
GSM437216	0.00786921468026949	8.76385786319048	-510.645210787541
GSM437217	0.00842020017869276	9.21984908544063	-264.1894401468
GSM437218	0.00793311925116897	8.84423717177246	-249.512951867235
GSM437219	0.00725022938152839	8.58595847233789	-378.954893034982
GSM437220	0.00825029983371199	9.08402597479864	415.738431831787
GSM437221	0.00843603186772347	9.09679639726574	274.774464270245
GSM437222	0.00883889891930396	9.21767971298038	1399.24344400445
GSM437223	0.00890176580312045	9.67822135100707	1201.965234546
GSM437224	0.0084852284238641	9.41033710117109	188.544445353555
GSM437225	0.00859071416363243	9.67177956129889	795.652406975311
GSM437226	0.00966207125880196	9.88755920479838	2150.42278803377
GSM437227	0.00825198532878311	8.69775992539152	518.463056214431
GSM437228	0.00825981707467153	8.5672357098858	-112.259900008909
GSM437229	0.00816268953037401	9.08965658867005	521.219972676521
GSM437230	0.00804449767827777	8.85879727609186	-657.485275980897
GSM437231	0.00895471172757919	9.59887810520062	593.241264548725
GSM437232	0.00807249744653126	8.74326233812754	-84.628469862395
GSM437233	0.0090893272445573	9.58775596200459	643.731432801299
GSM437234	0.00951741416095522	9.82650069040616	1152.44352954764
GSM437235	0.00937810927926477	10.0123131657052	985.507816685409
GSM437236	0.00811894065578452	8.90806701326018	-227.519747607127
GSM437237	0.00823286566816614	9.12599743120832	122.269927033977
GSM437238	0.00865099094740137	9.40270213734343	297.618262721011
GSM437239	0.0085192189571369	9.56194113250946	462.651264398374
GSM437240	0.00839771533280322	9.22706883589207	55.5685674532777
GSM437241	0.00878000152265899	9.62890973104967	595.399400761962
GSM437242	0.00896154582335834	9.62109166274138	376.682662179066
GSM437243	0.00932697503163516	9.65395910068715	675.398139265461
GSM437244	0.00876161117607887	9.56941841993652	117.754654702957
GSM437245	0.00876231637309644	9.49265561021057	390.045862802598
GSM437246	0.00787661029685022	8.86551544187487	-176.207979400481
GSM437247	0.00884659572899688	9.67459638937992	660.175015911164
GSM437248	0.00790309656998515	8.78159746986149	-585.965873475071
GSM437249	0.00819947861982068	9.19588195549758	-103.447359627014
GSM437250	0.00899914195083154	9.82550103824759	1196.45338098661
GSM437251	0.00904616861022378	9.7493094746265	965.818302372336
GSM437252	0.00802857059354916	9.01128313109494	-295.352023151846
GSM437253	0.00816780849204095	8.88030350198892	-529.740096820528
GSM437254	0.00817676478605057	9.18825552813268	511.952923272619
GSM437255	0.00765142239738348	8.74236154596839	-198.456220391809
GSM437256	0.00786796977620089	8.84549621792154	31.4654243682632
GSM437257	0.00899357195766992	9.86452248439021	1089.71419274185
GSM437258	0.00802160195572321	8.84160308548719	-18.029488641733
GSM437259	0.00831345379975272	9.22768311027599	181.462945964542
GSM437260	0.00806294690673484	9.15022243475765	308.939687076765
GSM437261	0.00848254506491913	8.95146036973153	-192.269383630768
GSM437262	0.00879885885496532	9.57673180896762	636.118148003027
GSM437263	0.00890827545042343	9.77306044925533	926.872734610239
GSM437264	0.00818088726112719	8.86064156674006	-134.151396344144
GSM437265	0.00892497261214851	9.73592906324718	1109.21533122843
GSM437266	0.00823811585495582	9.26597265005877	485.066794001457
GSM437267	0.00835793057560717	9.13103690271629	364.858073626081
GSM437268	0.00753177316182681	8.66207751557753	-564.719579972693
GSM437269	0.00805657198933745	8.76233568077922	-579.773841825492
GSM437270	0.0088525307449001	9.87732649299532	1157.40211117815
GSM437271	0.00778784862088954	8.83536980746007	-625.63236911717
GSM437272	0.00883399655976701	9.45657259217499	664.400883760882
GSM437273	0.00780433288967366	8.54439444000642	-701.111944367976
GSM437274	0.00816676407257714	9.33023511114821	-325.428237682445
GSM437275	0.00718680564623333	7.97980127061804	-1381.47215733146
GSM437276	0.00881775626628491	9.94475225705345	386.731629888846
GSM437277	0.00807121361889353	8.75790989317873	-707.875907209451
GSM437278	0.008445741038421	9.59460960527357	9.74252106513679
GSM437279	0.00869006111400884	9.53156132340499	64.1271908679578
GSM437280	0.00871153813351813	9.60920425369398	390.078760827346
GSM437281	0.0080280972275338	8.70688431648597	-611.819118450962
GSM437282	0.00771611698283212	8.75473204738875	-110.20722770405
GSM437283	0.00741266650472701	8.64835417722089	-474.941426990764
GSM437284	0.0087520188073097	9.78539068766781	895.442944073137
GSM437285	0.00713072879881896	8.0485241517481	-806.412577197678
GSM437286	0.00750386796872432	8.37579848783684	-760.794887954293
GSM437287	0.00727281357482786	8.23191691525485	-1229.64150737114
GSM437288	0.00790055631572281	8.74218680066089	-604.191031617012
GSM437289	0.00771354977808675	8.45048218034888	-918.715401499268
GSM437290	0.00722839014302098	8.12875811601463	-1272.45615412135
GSM437291	0.00743683702822506	8.03704038294234	-802.019551598447
GSM437292	0.00757190991241126	7.97893184747381	-841.976558791525
GSM437293	0.00860811729055527	9.53902848100564	122.89530631544
GSM437294	0.00770146162792416	8.85915243758983	-163.700541913598
GSM437295	0.00781462907303167	8.58747493453465	-657.691189832153
GSM437296	0.00813352186808783	8.81791903081295	-378.816055179196
GSM437297	0.00796939567092825	9.10465123925205	207.147007478988
GSM437298	0.00699994204620997	7.68223542760062	-1470.91736214196
GSM437299	0.0079941428330792	9.08471730122799	-97.1815272127341
GSM437300	0.00804959726068164	8.95002228253903	-259.904041585263
GSM437301	0.0093707187759667	9.77091669874721	1180.44009287867
GSM437302	0.00768850891451754	8.71384735724675	-539.840019270883
GSM437303	0.00757668533785917	8.61078695075739	-831.044227983105
GSM437304	0.00815140808463148	9.49407643174645	423.225976923061
GSM437305	0.00860920704448279	9.18898492026311	587.409514106192
GSM437306	0.00932602144389371	10.4268933012449	1454.16924270483
GSM437307	0.00838393015122152	9.43790861847114	604.616553846011
GSM437308	0.00856871321520024	9.19621603405987	-139.178090548388
GSM437309	0.00768947625341156	8.82155838974965	-438.486577594084
GSM437310	0.00729338205635398	7.79142349181881	-1266.06973528106
GSM437311	0.00768551517968359	8.32063587507299	-652.270038195814
GSM437312	0.00690173893322608	8.16740688533648	-1328.1123153403
GSM437313	0.00790902142555038	9.05355353512134	-163.904437309658
GSM437314	0.00813526326536941	9.28571001567674	99.2138118678105
GSM437315	0.00981655789628169	10.8542764028837	2151.90362286913
GSM437316	0.00842093162277083	8.7635435484523	887.27986370488
GSM437317	0.00836378606456603	9.42415838574625	608.830872408409
GSM437318	0.00860387066100442	9.4894348045314	696.692343849595
GSM437319	0.00844974426028338	9.44108433493856	555.780113550351
GSM437320	0.00754710739713646	8.68998470418334	-30.2751401574922
GSM437321	0.00721436206749621	7.81336217376013	-699.587201591838
GSM437322	0.0076270713926989	8.72954534765781	-486.369544133169
GSM437323	0.00817454472335091	8.98920721862069	-277.588732206494
GSM437324	0.00769788476543463	8.5805812076664	-745.677357904506
GSM472192	0.00696798548727189	7.67847708239504	-940.735731309949
GSM472193	0.00710200275764113	8.39450001389662	-935.47782877328
GSM472194	0.00711342930049932	8.24613833601065	-621.314458080026
GSM472195	0.00745680875279888	8.70561549447133	-410.088435619218
GSM472196	0.00713198183699023	7.47532262041838	-984.294147551793
GSM472197	0.00773954368352522	8.67156791125465	-928.719296108138
